id,comments,created_at,description,descriptors,is_deprecated,label,name,properties,provider,type,updated_at,url,version,user_id,release_date
model_e08578dd-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official codestral-2501 Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.3}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 262144, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 262144}}",0,Codestral Latest,codestral-latest,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.3, ""stop_sequences"": [], ""max_output_tokens"": 262144}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
model_e0875984-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official devstral-small-2505 Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.0}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 131072, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 131072}}",0,Devstral Small 2505,devstral-small-2505,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.0, ""stop_sequences"": [], ""max_output_tokens"": 131072}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
model_e0894ad7-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official devstral-small-2505 Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.0}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 131072, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 131072}}",0,Devstral Small Latest,devstral-small-latest,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.0, ""stop_sequences"": [], ""max_output_tokens"": 131072}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
model_e08b5599-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official ministral-3b-2410 Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.3}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 131072, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 131072}}",0,Ministral 3b 2410,ministral-3b-2410,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.3, ""stop_sequences"": [], ""max_output_tokens"": 131072}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
model_e08d0b62-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official ministral-3b-2410 Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.3}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 131072, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 131072}}",0,Ministral 3b Latest,ministral-3b-latest,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.3, ""stop_sequences"": [], ""max_output_tokens"": 131072}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
model_e08ed815-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official ministral-8b-2410 Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.3}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 131072, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 131072}}",0,Ministral 8b 2410,ministral-8b-2410,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.3, ""stop_sequences"": [], ""max_output_tokens"": 131072}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
model_e090c243-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official ministral-8b-2410 Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.3}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 131072, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 131072}}",0,Ministral 8b Latest,ministral-8b-latest,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.3, ""stop_sequences"": [], ""max_output_tokens"": 131072}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
model_e092a1d5-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official mistral-large-2402 Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.7}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 32768, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 32768}}",0,Mistral Large 2402,mistral-large-2402,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.7, ""stop_sequences"": [], ""max_output_tokens"": 32768}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
model_e094b461-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official mistral-large-2407 Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.7}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 131072, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 131072}}",0,Mistral Large 2407,mistral-large-2407,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.7, ""stop_sequences"": [], ""max_output_tokens"": 131072}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
model_e0968627-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official mistral-large-2411 Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.7}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 131072, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 131072}}",0,Mistral Large 2.1,mistral-large-2411,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.7, ""stop_sequences"": [], ""max_output_tokens"": 131072}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2024-11-18 00:00:00
model_e0984abf-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official mistral-large-2411 Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.7}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 131072, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 131072}}",0,Mistral Large Latest,mistral-large-latest,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.7, ""stop_sequences"": [], ""max_output_tokens"": 131072}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
model_e09a068d-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official pixtral-large-2411 Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.7}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 131072, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 131072}}",0,Mistral Large Pixtral 2411,mistral-large-pixtral-2411,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.7, ""stop_sequences"": [], ""max_output_tokens"": 131072}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
model_e09c3d72-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official mistral-medium-2312 Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.7}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 32768, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 32768}}",1,Mistral Medium 2312,mistral-medium-2312,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.7, ""stop_sequences"": [], ""max_output_tokens"": 32768}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
model_e09e362d-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official mistral-medium-2505 Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.3}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 131072, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 131072}}",0,Mistral Medium 2505,mistral-medium-2505,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.3, ""stop_sequences"": [], ""max_output_tokens"": 131072}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
model_e0a00420-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official mistral-medium-2505 Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.3}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 131072, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 131072}}",0,Mistral Medium Latest,mistral-medium-latest,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.3, ""stop_sequences"": [], ""max_output_tokens"": 131072}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
model_e0a1d35c-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official mistral-medium-2505 Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.3}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 131072, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 131072}}",0,Mistral Medium,mistral-medium,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.3, ""stop_sequences"": [], ""max_output_tokens"": 131072}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
model_e0a4113b-ae45-11f0-93fc-0242ac110002,,2025-10-21 06:19:19,Official mistral-saba-2502 Mistral AI model,"{""seed"": {""key"": ""seed"", ""type"": ""INTEGER"", ""label"": ""Random Seed"", ""maxValue"": 2147483647, ""minValue"": -2147483648, ""description"": ""Seed for reproducible outputs."", ""defaultValue"": null}, ""top_p"": {""key"": ""top_p"", ""type"": ""DOUBLE"", ""label"": ""Top P"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Nucleus sampling parameter."", ""defaultValue"": 1.0}, ""temperature"": {""key"": ""temperature"", ""type"": ""DOUBLE"", ""label"": ""Temperature"", ""maxValue"": 1.0, ""minValue"": 0.0, ""description"": ""Controls randomness. Lower values make the model more deterministic."", ""defaultValue"": 0.3}, ""stop_sequences"": {""key"": ""stop_sequences"", ""type"": ""STRING_ARRAY"", ""label"": ""Stop Sequences"", ""maxValue"": null, ""minValue"": null, ""description"": ""Specifies sequences where the API will stop generating further tokens."", ""defaultValue"": []}, ""max_output_tokens"": {""key"": ""max_output_tokens"", ""type"": ""INTEGER"", ""label"": ""Max Tokens"", ""maxValue"": 32768, ""minValue"": 1, ""description"": ""Maximum number of tokens to generate."", ""defaultValue"": 32768}}",0,Mistral Saba 2502,mistral-saba-2502,"{""seed"": null, ""top_p"": 1.0, ""temperature"": 0.3, ""stop_sequences"": [], ""max_output_tokens"": 32768}",MISTRAL,SYSTEM,2025-10-21 06:19:19,https://api.mistral.ai/v1/chat/completions,,user-e040fe2f-ae45-11f0-93fc-0242ac110002,2023-01-01 00:00:00
